"CATEGORY","HANDLE","PARCELID","PROPERTYADDRESS"
"Vacant Building","11844000320","18449320000","1522 N LEFFINGWELL AV "
"Commercial","12044000040","20449040000","121 POTOMAC ST "
"Primary Highway Easement","10464030015","04649005000","1301 S 7TH BLVD "
"Northside Regeneration VL","11077000150","10779150000","2502 UNIVERSITY ST "
"Vacant Building","11077000210","10779210000","2519 ST LOUIS AV "
"Northside Regeneration VL","11086000030","10869030000","2320 UNIVERSITY ST "
"Northside Regeneration VL","11086000060","10869060000","2312 UNIVERSITY ST "
"Vacant Building","13774030460","37749235000","4521 PAGE BLVD "
"Northside Regeneration VL","11070000390","10709390000","2914 N JEFFERSON AV "
"Northside Regeneration VB","11071000060","10719060000","2536 W SULLIVAN AV "
"Fenced & Locked or Paved Lot","13913010100","39139050000","4222 MARYLAND AV "
"Rehab","11086000200","10869200000","2337 ST LOUIS AV "
"Northside Regeneration VL","11086000230","10869230000","2347 ST LOUIS AV "
"Fenced & Locked or Paved Lot","13824000200","38249200000","5824 PAGE BLVD "
"Vacant Building","13831000400","38319400000","6027 ETZEL AV "
"Vacant Building","13860000120","38609120000","5820 MAPLE AV "
"Vacant Lot","13824000050","38249050000","5876 PAGE BLVD "
"Vacant Lot","13817070300","38179145000","1365 TEMPLE PL "
"Vacant Lot","13801040170","38019170000","1319 SEMPLE AV "
"Vacant Lot","13819030010","38199005000","1490 BLACKSTONE AV "
"Fenced & Locked or Paved Lot","13822050150","38229065000","5848 RIDGE AV "
"Fenced & Locked or Paved Lot","13807090310","38079390000","1357 MONTCLAIR AV "
"Vacant Building","13815100080","38159425000","1226 SHAWMUT PL "
"Fenced & Locked or Paved Lot","13807100090","38079435000","1382 MONTCLAIR AV "
"Fenced & Locked or Paved Lot","13791000570","37919570000","5075 PAGE BLVD "
"Vacant Lot","13644010220","36449110000","2741 N VANDEVENTER AV "
"Vacant Lot","13679000070","36799070000","4222 GARFIELD AV "
"Vacant Lot","13213000410","32139410000","8304 ALABAMA AV "
"Fenced & Locked or Paved Lot","13834050140","38349075000","5944 MINERVA AV "
"Vacant Lot","13835060020","38359310000","5976 ROMAINE PL "
"Vacant Lot","13864030300","38649165000","5581 CATES AV "
"Vacant Lot","13864040091","38649210000","5670 CABANNE AV "
"Vacant Lot","13728000340","37289340000","4223 EVANS AV "
"Vacant Lot","13733000310","37339310000","3948 EVANS AV "
"Vacant Lot","13728000410","37289410000","4241 EVANS AV "
"Northside Regeneration VL","11074000210","10749210000","2544 HEBERT ST "
"Northside Regeneration VL","11075000240","10759240000","2547 DODIER ST "
"Vacant Building","14520000430","45209430000","3317 ARLINGTON AV "
"Fenced & Locked or Paved Lot","11055000050","10559050000","3416 DR SAMUEL T SHEPARD DR "
"Fenced & Locked or Paved Lot","11055000060","10559060000","3410 DR SAMUEL T SHEPARD DR "
"Fenced & Locked or Paved Lot","11039000030","10399030000","3208 DR SAMUEL T SHEPARD DR "
"Vacant Building","13081000100","30819100000","7516 MICHIGAN AV "
"Fenced & Locked or Paved Lot","10124000140","01249140000","617 LUCAS AV "
"Vacant Building","13815090110","38159310000","1286 GOODFELLOW BLVD "
"Vacant Lot","13864030210","38649125000","5533 CATES AV "
"Vacant Lot","14524000450","45249450000","2507 SEMPLE AV "
"Vacant Lot","14516110330","45169430000","5381 WABADA AV "
"Vacant Lot","14520000290","45209290000","3433 ARLINGTON AV "
"Vacant Lot","14517050780","45179375000","2856 ARLINGTON AV "
"Vacant Building","14517060020","45179400000","5368 MAFFITT AV "
"Vacant Lot","14516110290","45169410000","5363 WABADA AV "
"Vacant Lot","14513020400","45139490000","5347 PATTON AV "
"Vacant Building","14515000390","45159390000","5335 LOTUS AV "
"Vacant Lot","14503050310","45039155000","2716 UNION BLVD "
"Vacant Lot","14504000430","45049430000","5119 WABADA AV "
"Vacant Building","14499050400","44999190000","5139 TERRY AV "
"Vacant Building","14360000030","43609030000","5600 NATURAL BRIDGE AV "
"Vacant Lot","14487060110","44879155000","4854 HAMMETT PL "
"Vacant Building","14480000170","44809170000","4808 GREER AV "
"Vacant Lot","14478000690","44789690000","4811 NORTHLAND AV "
"Vacant Lot","14466000250","44669250000","3123 NEW ASHLAND PL "
"Vacant Lot","14475000080","44759080000","4649 ALDINE AV "
"Vacant Lot","14469060380","44699505000","2916 N TAYLOR AV "
"Vacant Lot","14467040140","44679395000","3102 NEW ASHLAND PL "
"Vacant Lot","14467040160","44679405000","3112 NEW ASHLAND PL "
"Vacant Building","14152000160","41529160000","4214 HUMPHREY ST "
"Vacant Lot","14516110140","45169340000","5366 NORTHLAND AV "
"Vacant Building","14502050020","45029010000","5224 MAFFITT AV "
"Vacant Lot","14478000650","44789650000","4803 NORTHLAND AV "
"Fenced & Locked or Paved Lot","14478000470","44789470000","4729 NORTHLAND AV "
"Vacant Lot","14481030460","44819235000","4719 GREER AV "
"Vacant Lot","14469060370","44699500000","2910 N TAYLOR AV "
"Fenced & Locked or Paved Lot","14470000100","44709100000","4644 KENNERLY AV "
"Rehab","14481030500","44819255000","4727 GREER AV "
"Vacant Lot","14466000280","44669280000","3115 NEW ASHLAND PL "
"Vacant Lot","14468060880","44689390000","2928 N NEWSTEAD AV "
"Vacant Lot","14468140030","44689405000","3011 LAMBDIN AV "
"Vacant Lot","14470000070","44709070000","4652 KENNERLY AV "
"Fenced & Locked or Paved Lot","10023000025","00239025000","1030 N 2ND ST "
"Fenced & Locked or Paved Lot","10124000080","01249080000","711 N 6TH ST "
"Vacant Lot","13358000130","33589130000","2012 LINTON AV "
"Vacant Lot","13717000330","37179330000","2519 N TAYLOR AV "
"Vacant Lot","14516110350","45169440000","5385 WABADA AV "
"Vacant Lot","14516110150","45169345000","5364 NORTHLAND AV "
"Vacant Building","14516110190","45169360000","2529 CHESTER ST "
"Vacant Lot","14517050710","45179340000","2830 ARLINGTON AV "
"Vacant Lot","14519010030","45199015000","3308 ABNER PL "
"Vacant Building","14520000310","45209310000","3427 ARLINGTON AV "
"Vacant Lot","14513020510","45139545000","5379 PATTON AV "
"Vacant Building","14505000555","45059555000","5037 LOTUS AV "
"Vacant Building","14477020450","44779500000","4717 CUPPLES PL "
"Vacant Lot","14470000010","44709010000","4664 KENNERLY AV "
"Vacant Lot","13306000140","33069140000","4244 PRAIRIE AV "
"Fenced & Locked or Paved Lot","13306000160","33069160000","4250 PRAIRIE AV "
"Vacant Lot","13714000080","37149080000","4608 ST LOUIS AV "
"Fenced & Locked or Paved Lot","13353000010","33539010000","4304 DESOTO AV "
"Vacant Lot","13358000100","33589100000","2020 LINTON AV "
"Vacant Lot","12439060210","24399260000","1425 PENROSE ST "
"Vacant Building","12439060220","24399265000","1427 PENROSE ST "
"Vacant Lot","12480000230","24809230000","3711 W FLORISSANT AV "
"Vacant Lot","14553050130","45539065000","4522 PAGE BLVD "
"Vacant Lot","14555000170","45559170000","4324 PAGE BLVD "
"Ranken Tech","14558000080","45589080000","4346 COOK AV "
"Ranken Tech","14553050170","45539085000","1229 N TAYLOR AV "
"Vacant Lot","14532000020","45329020000","2506 CLARA AV "
"Vacant Building","14522000350","45229350000","1949 ARLINGTON AV "
"Vacant Building","14525000060","45259060000","1910 BELT AV "
"Vacant Lot","14525000070","45259070000","1912 BELT AV "
"Vacant Building","11890000040","18909040000","2412 COLEMAN ST "
"Fenced & Locked or Paved Lot","11038000270","10389270000","3201 DR SAMUEL T SHEPARD DR "
"Vacant Lot","14516110250","45169390000","2515 CHESTER ST "
"Vacant Lot","14516110260","45169395000","2511 CHESTER ST "
"Vacant Lot","14514000010","45149010000","5368 LOTUS AV "
"Vacant Building","10051000035","00519035000","757 S 2ND ST "
"Northside Regeneration VL","12332000020","23329020000","1945 MADISON ST "
"Vacant Lot","14517050740","45179355000","2842 ARLINGTON AV "
"Vacant Lot","14517060065","45179425000","5352 MAFFITT AV "
"Vacant Building","14518000450","45189450000","2931 ABNER PL "
"Fenced & Locked or Paved Lot","14513010200","45139100000","1625 UNION BLVD "
"Vacant Lot","14513020370","45139475000","5339 PATTON AV "
"Vacant Lot","11575000150","15759150000","3500 PENNSYLVANIA AV "
"Fenced & Locked or Paved Lot","10271000080","02719080000","905 N TUCKER BLVD "
"Vacant Lot","11414000150","14149150000","2814 LEMP AV "
"Fenced & Locked or Paved Lot","10338000030","03389030000","914 ST LOUIS AV "
"Fenced & Locked or Paved Lot","11055000030","10559030000","3426 DR SAMUEL T SHEPARD DR "
"Vacant Lot","14440080260","44409320000","3514 HARRIS AV "
"Vacant Lot","14419100280","44199570000","4626 SHIRLEY PL "
"Primary Highway Easement","10393000016","03939016000","1797 S 10TH ST "
"Northside Regeneration VL","11068000180","10689180000","2581 MONTGOMERY ST "
"Northside Regeneration VL","11069000210","10699210000","2544 W UNIVERSITY ST "
"Vacant Lot","11414000180","14149180000","2806 LEMP AV "
"Fenced & Locked or Paved Lot","11055000070","10559070000","3400 DR SAMUEL T SHEPARD DR "
"Fenced & Locked or Paved Lot","11055000080","10559080000","3401 WASHINGTON BLVD "
"Vacant Building","14437000020","44379020000","4236 W KOSSUTH AV "
"Vacant Lot","14437000040","44379040000","4232 W KOSSUTH AV "
"Vacant Building","14440080230","44409305000","4219 ASHLAND AV "
"Vacant Lot","14441070030","44419015000","4156 NATURAL BRIDGE AV "
"Vacant Building","14441100230","44419610000","3600 CLARENCE AV "
"Vacant Lot","14416170520","44169795000","4461 PENROSE ST "
"Vacant Building","14419100230","44199545000","4650 SHIRLEY PL "
"Northside Regeneration VL","11071000100","10719100000","2522 W SULLIVAN AV "
"Vacant Building","14183000010","41839010000","3562 S SPRING AV "
"Vacant Lot","13864040157","38649250000","5622 CABANNE AV "
"Vacant Lot","13823040300","38239270000","1320 HAMILTON BLVD "
"Vacant Lot","11038000260","10389260000","3200 DELMAR BLVD "
"Fenced & Locked or Paved Lot","14511000430","45119430000","5263 THEODOSIA AV "
"Fenced & Locked or Paved Lot","14513020580","45139580000","1720 ARLINGTON AV "
"Vacant Lot","14514000030","45149030000","5362 LOTUS AV "
"Vacant Lot","14514000040","45149040000","5360 LOTUS AV "
"Rehab","14513020470","45139525000","5367 PATTON AV "
"Vacant Lot","14503050300","45039150000","2712 UNION BLVD "
"Vacant Lot","14493020230","44939325000","4913 TERRY AV "
"Vacant Lot","14171000240","41719240000","4141 MERAMEC ST "
"Vacant Lot","14242000010","42429010000","8500 ROBIN AV "
"Vacant Lot","14473000080","44739080000","4645 LEDUC ST "
"Vacant Lot","14478000410","44789410000","4713 NORTHLAND AV "
"Vacant Lot","14613010465","46139255000","1574 FAIRMOUNT AV "
"Vacant Lot","14506000350","45069350000","5119 COTE BRILLIANTE AV "
"Vacant Building","14502050010","45029005000","5226 MAFFITT AV "
"Vacant Lot","14497000070","44979070000","5154 N NORWOOD DR "
"Vacant Lot","14488000010","44889010000","1712 N EUCLID AV "
"Vacant Lot","14481030370","44819190000","3061 MARCUS AV "
"Vacant Lot","14480000230","44809230000","4772 GREER AV "
"Vacant Lot","14467040110","44679380000","3044 NEW ASHLAND PL "
"Vacant Lot","14468060740","44689320000","4363 W ST LOUIS AV "
"Vacant Building","14474000050","44749050000","1805 DICK GREGORY PL "
"Vacant Lot","14477020270","44779405000","4742 NORTHLAND AV "
"Vacant Building","14481030510","44819260000","4731 GREER AV "
"Vacant Lot","14564000260","45649260000","3960 FINNEY AV "
"Ranken Tech","14569000080","45699080000","4419 WEST BELLE PL "
"Vacant Building","14453000080","44539080000","4856 PALM ST "
"Vacant Building","14456000230","44569230000","4917 LEXINGTON AV "
"Fenced & Locked or Paved Lot","14125000035","41259035000","4260 OLEATHA AV "
"Fenced & Locked or Paved Lot","14441100070","44419530000","4274 W NATURAL BRIDGE AV "
"Vacant Lot","14456000040","44569040000","4958 PALM ST "
"Vacant Building","14477020260","44779400000","4744 NORTHLAND AV "
"Vacant Lot","14481030360","44819185000","3063 MARCUS AV "
"Vacant Lot","14571000140","45719140000","4330 WEST BELLE PL "
"Fenced & Locked or Paved Lot","14617000110","46179110000","1919 KRAFT ST "
"Vacant Lot","14619000070","46199070000","6718 GLADES AV "
"Vacant Lot","14478000500","44789500000","4737 NORTHLAND AV "
"Vacant Lot","14480000240","44809240000","4770 GREER AV "
"Vacant Lot","14481030470","44819240000","4721 GREER AV "
"Vacant Lot","14467040100","44679375000","3042 NEW ASHLAND PL "
"Vacant Lot","14467040170","44679410000","3114 NEW ASHLAND PL "
"Vacant Lot","14467040210","44679425000","3136 NEW ASHLAND PL "
"Vacant Lot","14463000240","44639240000","3213 N NEWSTEAD AV "
"Vacant Lot","14467040250","44679445000","4238 ASHLAND AV "
"Fenced & Locked or Paved Lot","11037000211","10379211000","3135 DR SAMUEL T SHEPARD DR "
"Vacant Building","11970000130","19709130000","2907 MCNAIR AV "
"Vacant Lot","11038000050","10389050000","3208 DELMAR BLVD "
"Secondary Highway Easement","10124000100","01249100000","701 N 6TH ST "
"Vacant Building","12399000050","23999050000","4020 GLASGOW AV "
"Vacant Building","12916000260","29169260000","6109 PENNSYLVANIA AV "
"Vacant Lot","13761060790","37619440000","4568 KENSINGTON PL "
"Vacant Lot","13764050200","37649100000","796 AUBERT AV "
"Vacant Lot","13864040153","38649230000","5642 CABANNE AV "
"Fenced & Locked or Paved Lot","13815090120","38159315000","5752 PAGE BLVD "
"Vacant Lot","11075000130","10759130000","2508 SULLIVAN AV "
"Vacant Building","11075000220","10759220000","2539 DODIER ST "
"Northside Regeneration VL","11844000330","18449330000","2728 HOWARD ST "
"Vacant Lot","11076000045","10769045000","2522 DODIER ST "
"Northside Regeneration VL","11077000070","10779070000","2532 UNIVERSITY ST "
"Northside Regeneration VL","11077000110","10779110000","2512 UNIVERSITY ST "
"Vacant Building","13807100210","38079480000","1381 BURD AV "
"Vacant Building","13807100230","38079490000","1375 BURD AV "
"Vacant Building","11574000150","15749150000","3516 NEBRASKA AV "
"Vacant Lot","11086000145","10869145000","2317 ST LOUIS AV "
"Vacant Lot","11086000180","10869180000","2329 ST LOUIS AV "
"Vacant Lot","13864040158","38649255000","5618 CABANNE AV "
"Vacant Lot","13840000080","38409080000","6103 ELLA AV "
"Vacant Lot","13831000300","38319300000","5935 ETZEL AV "
"Vacant Building","13835060100","38359350000","5952 ROMAINE PL "
"Vacant Lot","13840000090","38409090000","6105 ELLA AV "
"Vacant Lot","13840000130","38409130000","6113 ELLA AV "
"Vacant Lot","13817070270","38179130000","1373 TEMPLE PL "
"Fenced & Locked or Paved Lot","13822050030","38229015000","5884 RIDGE AV "
"Fenced & Locked or Paved Lot","13834050330","38349170000","5911 HAMILTON TER "
"Vacant Building","13807090270","38079370000","1365 MONTCLAIR AV "
"Vacant Lot","13817090030","38179175000","1362 GOODFELLOW BLVD "
"Vacant Lot","13815100140","38159455000","5722 PAGE BLVD "
"Fenced & Locked or Paved Lot","13805040160","38059145000","5569 WELLS AV "
"Vacant Building","13794000240","37949240000","5116 WELLS AV "
"Vacant Building","13797000420","37979420000","5367 WELLS AV "
"Vacant Lot","13648000150","36489150000","3009 BISHOP P L SCOTT AV "
"Vacant Lot","13683000460","36839460000","4263 ALDINE AV "
"Vacant Lot","13697000220","36979220000","4308 GARFIELD AV "
"Vacant Lot","13690000100","36909100000","2801 LAMBDIN AV "
"Vacant Building","13542000270","35429270000","2145 ADELAIDE AV "
"Vacant Building","13669000250","36699250000","4129 ST LOUIS AV "
"Fenced & Locked or Paved Lot","13567000330","35679330000","4249 HARRIS AV "
"Vacant Lot","13353000070","33539070000","4320 DESOTO AV "
"Fenced & Locked or Paved Lot","13835060040","38359320000","5970 ROMAINE PL "
"Vacant Building","13835060050","38359325000","5968 ROMAINE PL "
"Vacant Lot","13840000020","38409020000","6114 RIDGE AV "
"Vacant Lot","13841000020","38419020000","1415 COCKRILL ST "
"Vacant Building","13720000310","37209310000","1813 N TAYLOR AV "
"Vacant Lot","13728000430","37289430000","4247 EVANS AV "
"Vacant Lot","11075000070","10759070000","2522 SULLIVAN AV "
"Fenced & Locked or Paved Lot","11055000100","10559100000","3411 WASHINGTON BLVD "
"Fenced & Locked or Paved Lot","14437000050","44379050000","4228 W KOSSUTH AV "
"Fenced & Locked or Paved Lot","14423000010","44239010000","7701 N BROADWAY "
"Vacant Lot","14429000090","44299090000","4141 LEA PL "
"Vacant Lot","14416170565","44169820000","4473 PENROSE ST "
"Vacant Building","14248060120","42489195000","8421 CHURCH RD "
"Vacant Lot","14172000160","41729160000","4013 DUNNICA AV "
"Vacant Building","14417000080","44179080000","4450 N TAYLOR AV "
"Vacant Lot","13576000075","35769075000","4044 PENROSE ST "
"Vacant Lot","13644010200","36449100000","3908 MAFFITT AV "
"Vacant Lot","13742000310","37429310000","3952 COOK AV "
"Fenced & Locked or Paved Lot","14522000440","45229440000","1923 ARLINGTON AV "
"Vacant Lot","14515000300","45159300000","2309 UNION BLVD "
"Vacant Lot","14516110200","45169365000","2527 CHESTER ST "
"Vacant Lot","14520000300","45209300000","3429 ARLINGTON AV "
"Fenced & Locked or Paved Lot","14518000510","45189510000","2911 ABNER PL "
"Vacant Lot","14506000370","45069370000","5135 COTE BRILLIANTE AV "
"Vacant Lot","14511000480","45119480000","1724 UNION BLVD "
"Rehab","14506000310","45069310000","5061 COTE BRILLIANTE AV "
"Vacant Building","14499050350","44999165000","5127 TERRY AV "
"Vacant Building","14499050370","44999175000","5133 TERRY AV "
"Vacant Building","14621040104","46219200000","1623 FOREST AV "
"Vacant Lot","14501060261","45019325000","5001 HIGHLAND AV "
"Vacant Lot","14503050180","45039090000","5233 NORTHLAND AV "
"Vacant Building","14480000330","44809330000","4742 GREER AV "
"Vacant Lot","14478000540","44789540000","4747 NORTHLAND AV "
"Vacant Lot","14468140110","44689445000","4219 LABADIE AV "
"Vacant Building","14466000461","44669461000","3021 NEW ASHLAND PL "
"Vacant Lot","14463000230","44639230000","3217 N NEWSTEAD AV "
"Vacant Building","14440100400","44409745000","3520 CLARENCE AV "
"Vacant Lot","14467040070","44679360000","3034 NEW ASHLAND PL "
"Vacant Lot","14517050700","45179335000","2824 ARLINGTON AV "
"Ranken Tech","14573000210","45739210000","4401 DELMAR BLVD "
"Vacant Building","14478000640","44789640000","4801 NORTHLAND AV "
